hotel_name,review,url
Crowne Plaza Chicago West Loop,"Dear Claude P,,Thank you for taking the time to tell us about your experience at Crowne Plaza Chicago West Loop.,Please know that your feedback is extremely valuable to us. We use feedback, such as yours, to continuously make changes to our brand to improve the guest experience. We hope that you will give us the opportunity to serve you again in the future.,Again, thank you for choosing Crowne Plaza Chicago West Loop, and if I can be of assistance to you, please contact me directly at  312-829-5000.,Sincerely,,Kip Stehling,Hotel General Manager,Crowne Plaza Chicago West Loop,My husband and I decided to have a weekend getaway in chicago because he won some Chicago Bull tickets.  We wanted to stay at a hotel close by the United Center so we came across the Crowne Plaza, once we arrived it was awesome customer service from the valet parking to the time we checked in. Each employee we came across was awesome.  Simeon Cunningham checked us in he was a great front desk person. he explained everything to us and wanted to make sure we had a great time.  room was clean and spacious.........I will be back thanks,In town for a concert at the United Center and wanted a convenient and nice place for the overnight stay. Check-in and valet parking service were friendly and very accommodating. We enjoyed dinner in Greek Town which was only a two bloc walk. The drive to the United Center was an easy one and under 10 minutes. The stay met all our needs as the rooms were clean and service was a ""10"".,Two very good friends of mine were going to the Chicago Bulls game 12/09/17. They needed a hotel to nearby so I suggested the crowne plaza and ask for Simeon who made my stay amazing and funny after giving me some great parking suggestions. So my friends made it back and told me they’re stay was amazing. So I’m totally looking forward to my New Years stay coming up,We stay at the Crowne Plaza West Loop because of its location to great restaurants, access to downtown venues and its location to family.  We continue to come back again and again because of the great customer service!  We recently stayed over the Thanksgiving holiday.  The employees were friendly and accommodating to our needs while we were there.  Jonathan, the Bellman was especially helpful as we got to our room and were settled.  He continued to greet us over the next three days!  We enjoyed our visit.,Had a great stay however I mistakenly left my credit card in the hotels restaurant just before I left.  When I got home I called the front desk and Simeon jumped right on it and made sure my card was secured and mailed it to me right away.  Thanks Simeon and Crowne Plaza Chicago!,Dear stevenevison11,,Thank you kindly for your review and being our recent guest. It's great to hear our service exceeded your expectations and we're so happy you felt the true care and pride our team takes in their roles. I see it every day in each department. We hope you'll let us host you again soon.,Very best regards,,Jessica Galle,Hotel Operations Manager",<200 https://www.tripadvisor.com/ShowUserReviews-g35805-d273262-r548974420-Crowne_Plaza_Chicago_West_Loop-Chicago_Illinois.html>
Cambria Hotel & Suites Chicago Loop - Theatre District,"This was our first time in Chicago, and this hotel was perfectly located.  Easy walk to the Oriental Theatre, as it is right next door.  Easy walk to Millenium Park.  Easy walk to The Art Institute.  Easy Uber to Willis Tower and Navy Pier.  The beds were comfy.  The room was quiet.  The only thing to not like about this hotel is the price of valet parking.  It is $67.00 a night.  But, it is 4 star service.  They whisk your car away.  Give you a ticket, and when you are ready to leave, you just text the number on the voucher that they give you and they park your car right in front of the hotel for you.  I would stay here again if driving to Chicago and seeing a show.,Wow! I can't say enough good about this hotel.  The rooms are amazing and modern, street noise completely blocked.  And when we had a minor issue with housekeeping Alec, the supervisor went above and beyond.  Not only got us fresh towels but walked us to our room carrying them for us! He was super accommodating and recommended some amazing adventures for us.  We had such a nice stay we are already planning to come back.  Albeit, I hope Alec has been promoted by then because this guy is what you hope every hotel supervisor is like! ,This Hotel was very clean, and an amazing walking distance from anywhere you wanted to go. Staff was amazing, great housekeeping and very helpful front desk, especially Alec. He gave us amazing restaurant recommendations and booked my mom a massage. The breakfast was delicious as well. I would highly recommend this hotel for any occasion. We personally ubered everywhere we went, so I don’t have much knowledge about parking, but the hotel itself was amazing. I definitely want to come back.,Heather,Thank you for staying with us at the Cambria Chicago Loop Theatre District!  We are glad you had such an amazing time at our location.  We are very pleased Alec was able to help you so much with everything!  We hope to see you again in the near future.,Conveniently located in theater district. Comfortable rooms. ,Terrible valet service. Even when we text to request car 40 minutes ahead we still didn't get our car. ,Being late put a sour taste on the entire stay and the staff didn't really seem to care ,So stay here but park elsewhere ,Hi Lorraine,We are sorry to hear that you had terrible valet service and that the staff didn't seem to care.  Your feedback is very important to us and we will use this to make sure we improve this experience for all of our guest. We do hope that you will stay with us again so we can show you the quality of service we pride ourselves in having.,Stayed here with my kids for a weekend trip and to see a show at the Chicago theater.  The room was clean, modern and comfortable.  Bluetooth mirror was an added bonus.  Great location to any of the theaters in that area.  Close walk to much of downtown also.  Would like a better offering for quick breakfast food or coffee in the morning in the lobby area.,Thank you for taking the time to complete our TripAdvisor Review.  We are so glad that you loved the location and the Bluetooth mirrors that was in the bathroom.,Your feedback is very important to us and we can assure you that we will use this information to do everything possible to create an enjoyable experience for each of our guests. ,We hope to see you again soon!",<200 https://www.tripadvisor.com/ShowUserReviews-g35805-d12222140-r570553322-Cambria_Hotel_Suites_Chicago_Loop_Theatre_District-Chicago_Illinois.html>
Courtyard Chicago Midway Airport,"Stayed at this hotel for two nights the end of March for work. The rooms have everything you need, water was hot and pressure was good. Their is a TGIF that it tied to the hotel and you can access from inside the hotel. Shuttle runs frequently to and from Midway. This place does not disappoint. ,We spent a quick night here with the family before flying out of Midway for a week.  Beats having to get up super early and drive 2 1/2 hours for a flight!  Very nice lobby and room.  Shuttle bus to airport was quick and driver friendly.,I stayed here 3 nights while in town for business. The room was very clean and comfortable. Staff were extremely friendly and helpful. I even got a little “washcloth animal” from housekeeping one day. I ate at the Bistro for breakfast twice and the classic oatmeal and coconut milk latte were delicious! Usually I like to eat at the Bistro in the evenings sometimes to but since this hotel is connected to a TGI Friday’s the Bistro is not open in the evening. I never saw anyone using the pool but it looked nice and the gym was small but I was the only one in there after work so it served its purpose. There is of course airplane noise but so close to the airport that’s expected and it didn’t bother me. I’d definitely stay here again! ,We booked a room here because we had an early flight the next morning. As we were pulling up to the hotel, we received a text that our flight was canceled due to fog ☹️ as we scrambled to call the airline, it was so nice to be greeted by Sarah. She was friendly and efficient. The room was huge, clean and exactly what we needed.  ,I stay here on a regular basis. Everyone is always welcoming and goes out of their way to put the customer first.  Quiet, clean and comfortable rooms.  Easy shuttles to-from the airport and great food at the TGI Friday's attached to the hotel.  Other food choices close by within walking distance.  Can't say enough about the hotel and staff.",<200 https://www.tripadvisor.com/ShowUserReviews-g35805-d90766-r571944711-Courtyard_Chicago_Midway_Airport-Chicago_Illinois.html>
Best Western Grant Park Hotel,"If you're looking for a great night of sleep, look elsewhere. The beds at Best Western Grant Park felt like trash bags filled with debris. The bed my kids slept in did not have a center support beam and it bowed badly in the middle (staff chose not to repair it or relocate us). The room was also VERY crowded and our family of 4 struggled to move around in it. The TV also did not work, but that wasn't a real high priority for us, though. As for the good stuff, we picked the hotel for the location (close to museums, etc.) and that did not disappoint. All things considered, for $100 in Chicago, we probably got what we paid for.,It was in a Fabulous location! Staff is super friendly and accommodating! Room was clean and had everything we needed except a refrigerator. Walking distance to Grand park, millennium Park, field museum and many other tourist sites!,Friendly staff and nice, clean rooms. Being so close to the Field museum, aquarium, planetarium and train line worked out great, too. Made it quite easy to go to and from the airport. I'd definitely stay here again.,Thank you for sharing your review and for recognizing our team and clean rooms which our housekeeping team deliver with pride. We are in a great location that has so much to offer and within walking distance. We also have a great restaurant connected to the hotel and have many other great places for dining within walking distance as well which our team can gladly guide our guest too. We hope to have the opportunity in seeing back soon.,The staff at this hotel will keep us coming back. Extremely friendly and warm. I felt like they would bend over backwards to make our stay happy. The location near the parks/museum campus is great. Our room had VERY VERY VERY noisy guests next to us from 11pm to 3am, so that was a bummer, not the hotel's fault, though (I didn't call the front desk to complain, so they wouldn't have known it was happening). The manager, Octovio, is WONDERFUL. We will come back.,We appreciate you, thank you for recognizing our team and for sharing your experience from your recent stay. We are all excited to read you had a great stay with us while visiting our wonderful city. We also thank you for letting us know what areas we can improve one. Our guest feedback is what helps us improve and we are grateful we had the opportunity in accommodating you which we hope we get to see you back soon. The location has so much to offer, for instance we are within walking distance to many great attractions and dining options, which our team is always glad to assist and help create a great memory from visiting Chicago. I'm glad I was able to get the opportunity in assisting you and if I can be at any further assistance, please feel free in reaching out to me directly at  312 922 2900 or by email at ogonzalez@bwgrantparkhotel.com . Hope to see you soon !,Our stay at the Best Western Grant Park Hotel was excellent. Very friendly, helpful staff.  Checked-in at 10:30 am and was able to valet park and store luggage until a room opened up.  Perfect location for visiting museums. Had breakfast in the restaurant once - very good and great coffee. ,Thank you for sharing your review. We are so grateful to hear you had a great experience from your recent stay with us. We are in a great location that has so much to offer. Whether you're here for business or pleasure, there is something for everyone to enjoy. Our team is always glad to share many great suggestions to explore our wonderful city and get a taste of Chicago. We hope to see you back in the future and another opportunity in helping create a new memory from visiting Chicago.",<200 https://www.tripadvisor.com/ShowUserReviews-g35805-d114583-r571227773-Best_Western_Grant_Park_Hotel-Chicago_Illinois.html>
The Buckingham Club,"Hello rschwa225948-,Thanks for the five stars, gotta love that!  We're so glad you were able to take advantage of our Buckingham.AC facilities, we're really proud of all the fantastic offerings they have to offer.  We're anticipating a brand new restaurant to open on the plaza this fall as well, perfect for an outdoor happy hour or light bite.  We hope you come visit us again soon.,First of all it was really hard to find the hotel as there is no sign outside. So, do your online research first to know how the front door looks. The security is really tight so expect to use two entry cards; one for getting to the elevators and the second to go to your room. the rooms look nice but there is some wear and tear so the feeling is something between clean and old. If you book this for business you'll be satisfied.,Hey dkonto543994, thanks for the review!  We certainly understand our facility can get a little confusing in terms of location and navigation, it's something we're actively working on and hope to have some of those changes implemented soon!  Also in the works... updates to the rooms!  We've been making some minor improvements and will continue to do so, please come stay with us again in the future and check it out, we promise you won't be disappointed! ,Really, really, really friendly staff, excellent views of city, a bit confusing parking, great value, quick continental breakfast included in room rate. Did not get to try athletic club, though have heard tremendously positive things about it. Hotel near much of downtown attractions! Will be going back for sure!,We're so happy to have had you! Thanks for staying with us and we hope you'll visit again soon.,Overall the stay was disappointing. Stayed at the hotel over the weekend, the main selling feature of the hotel was the access to the beautiful gym facilities - these were only open between 10:00 am and 3:00 pm on weekends which aren't conducive to business travelers needing to use the facilities before work or for leisure travelers looking to get an early start. The rooms were also incredibly dark even with ALL the lights on! ,Hello,,We're sorry to hear you were disappointed with your stay at The Buckingham Hotel, we strive to make each of our guests experience memorable in the most positive of ways.  Though we share a name, the Buckingham.AC fitness facility is a separate entity from the Hotel, and in such they make their own hours.   Please accept our apologies that you weren't able to take full advantage of the facilities.,I will never get tired of staying in this secret hotel! This visit our room was facing the lake, last visit the room was directly across from the Willis Tower!  The gym/spa is phenomenal and the third floor eatery as well as cocktail bar are fantastic and so convenient.  Set directly above the CBOE - it’s perfect for our needs and wants!,Well thanks Heather, we're so happy to hear that you've enjoyed your time with us!  We hope we'll always stay your favorite!,This place is amazing. I have stayed at many hotels, but this one blew us away. It isn't the typical hotel. Only 21 rooms, but wonderfully appointed rooms with a view of Chicago. All the rooms are on the 40th floor.,We think you're amazing too, Alan.  Thanks for taking the time to write us a note!",<200 https://www.tripadvisor.com/ShowUserReviews-g35805-d498305-r571060933-The_Buckingham_Club-Chicago_Illinois.html>
Best Western Grant Park Hotel,"Thank you for sharing your review. By telling us what you liked and what we can improve on, it helps us continue to deliver our valued guest a great experience from when staying with us. We also thank you for recognizing our front desk team who strive to deliver superior customer service. Our housekeeping team is fantastic and care about creating a clean and comfortable experience for all of our valued guest. We are in a great location that has so much to offer and starting within walking distance. Whether you're here for business or pleasure, there is something for everybody and really convenient from our location in taking public transportation to  explore our wonderful city. We hope to see you back in the future.,This hotel suited our needs perfectly for a weekend trip to the Field Museum in the dead of winter. The room was small and basic, but we didn't go to Chicago for the weekend to hang out in the room. It was clean, warm (we actually turned the air on in the room...and it was about -2 outside), comfortable beds. The coffee bar in the lobby was perfect in the morning. We walked to the Museum, there are multiple restaurants in walking distance (we chose Giordano's and Chicago Burger Bar--highly recommend both). Short, cheap Uber or Lyft to other parts of the city. If you are looking for luxury and amenities this probably isn't the place for you, but if you are just looking for a place to sleep after a day in the city, this is the best value in all of Chicago.,We thank you for sharing your review. We are glad you had a great experience from your recent stay. We are in a great location that has so much to offer, whether you're here for business or leisure, there is something for everyone and our team can gladly guide you through. Aside from many great attractions that are within walking distance, there are many great dining options that are team can suggest and guide you through. We hope to have the opportunity in seeing you back in the future.,Third stay at this hotel and once again the room was spotlessly clean, the bed very comfortable, room nicely decorated and staff helpful and friendly. You cannot fault this hotel for price or location. Will be staying again on my next trip to Chicago,Thank you for sharing your review. It was exciting to hear all of our valued guest had a great experience from when staying with us. We have a great team who strive to deliver superior customer service and our housekeeping team who deliver clean comfortable rooms to all of our valued guest. Our housekeeping team has won the housekeeping award based on cleanliness and enjoy taking time in completing those little details that help enhance our guest experience from when staying with us. We hope to see you back soon.,The location is perfect. Close access to metra and walking distance to museum campus. Easy walk to Roosevelt station if you need to get on the el. Very short drive to navy pier. The only real complaint is price for parking but what do you expect for downtown Chicago. Hotel staff was above and beyond friendly and accommodating. Not sure why any previous reviews state differently. The rooms are spacious. No fridge but you can pay for one which would be nice if it were included like most hotels. ,Will definitely stay here again in the future.,Thank you for sharing your review. By telling us what you liked and what we can improve on it helps us continue to deliver superior customer service and a great experience. We have a great team dedicated to all of our valued guest. Always ready to create great memories from while visiting our wonderful city. we are in a great location that has so much to offer. In walking distance to many great attractions to go sight seeing and venture through as well as getting a great taste of Chicago. We hope to get the opportunity in seeing you back in the future.,Excellent location and very good service rendered by hotel staff. We stayed at a family room that accommodated 4 of us. Thank you to the Sales Manager Marites for making the arrangements for our 10 night stay.  I also want to commend the service staff at breakfast who provided excellent service specially Tyson.,Thank you for sharing your feedback.  It is great to hear our team went out of their way to deliver superior customer service to you and your family during your stay with us. We have a great team who strive to deliver superior customer service and create many great memories from visiting our wonderful city. We are within walking distance to the Field Museum, Shedd Aquarium, the Planetarium and many other great attractions and dining options as well, aside from Mei's Kitchen that is connected to the hotel. we hope to have the opportunity in seeing you back in the future.,Staff was rude and unfriendly. My fiancee and i asked the staff several times for places to visit and see and were told to google it instead. It was our time in chicago and didnt know the city. The one time they did give a place to go it was the wrong directions!,We are sorry to hear that your recent stay with us did not exceed your expectations. We appreciate your feedback and will use it to make improvements to offer guests a better experience in the future. We hope you will give us another chance and stay with us again. -Best Western Hotels & Resorts",<200 https://www.tripadvisor.com/ShowUserReviews-g35805-d114583-r554099429-Best_Western_Grant_Park_Hotel-Chicago_Illinois.html>
Chicago Marriott O'Hare,"...it is warm and inviting on the inside. My room was a bit on the small side but clean and comfortable and perfectly fine for one guest. The lobby is spacious and the bar area offers seating for working with a cup of coffee or a glass of wine in hand. There is not much within walking distance of the hotel (in terms of dining or shopping) but there are some nice neighborhoods nearby to offer a safe and relatively pleasant outside run. One plus, of courses its close proximity to O'Hare (3 miles away or so).,We stayed here for a Park and Fly on our way to Mexico.  We had an early flight, so we only had about 9 hours between check in and check out.  We had no complaints about the room - beds were comfortable (although we prefer queens over doubles) and bathroom was clean.  The transportation to the airport went as we expected.  However, when we returned from our trip my husband called to tell the hotel we needed transportation back.  He was told where we should stand outside the airport.  They said it would be about 15 minutes.  We waited 30 minutes and they didn't arrive, so he called back.  They didn't know what happened, saying that maybe the van was full and that was why we weren't picked up.  They said a van should be there in another 20 minutes.  We were finally picked up nearly an hour after our original call.  Other hotel vans drove by multiple times while we waited.  Next time we will stay at one of those hotels for our Park and Fly.,Thank you for your review.  We apologize for the shuttle issue, and it has been addressed with the appropriate managers.  What you experienced certainly isn't typical, and we hope you'll give us another chance in the future.  Thank you for staying with us.,We held our national sales meeting here March 5-8. Everyone we encountered during our stay (banquets team, Sarah Miller) were phenomenal! ,My room was on the 8th floor, nice and clean and the most comfy bed ever! The only thing I was missing during my stay was a fridge to keep my water cold.,Thank you for making our event seamless! ,This is really an excellent hotel for a park in fly.  There are two restaurants onsite and several within walking distance.  Rooms are really nice and quiet.  The offer good views of Chicago.  The shuttle service is very convenient.,Well we were coming home from Vail to Syracuse and unfortunately there was bad weather in Syracuse and our flight was cancelled and no available flights for the next day.   I used points for our two nights.   We checked in and received a nice room and since the concierge level wasn’t open on the weekend we got certificates for the breakfast buffet for two days fo the wife and I.   The buffet was awesome and catered to my needs of egg whites.  Service was great at the buffet, bar, front desk and housekeeping.     There is a reason I’m Platinum for life at Marriott it’s because they are consistently consistent.   ",<200 https://www.tripadvisor.com/ShowUserReviews-g35805-d87665-r569126240-Chicago_Marriott_O_Hare-Chicago_Illinois.html>
Best Western Grant Park Hotel,"We stayed on the 6th floor of the hotel. The window view was disappointing, not a big deal for a big city. Our room had some ceiling defects and the ceiling was falling down in the corner. Parking want included in the hotel fees. That was a bit of a downer. The location was great we were in walking distance of everything. However the hotel staff double booked our room and it was a scary experience for my children and I. We were woken up by strangers trying to get to their room. These things just made it an average stay, I may not return to this hotel based on the negatives.,If you're looking for a great night of sleep, look elsewhere. The beds at Best Western Grant Park felt like trash bags filled with debris. The bed my kids slept in did not have a center support beam and it bowed badly in the middle (staff chose not to repair it or relocate us). The room was also VERY crowded and our family of 4 struggled to move around in it. The TV also did not work, but that wasn't a real high priority for us, though. As for the good stuff, we picked the hotel for the location (close to museums, etc.) and that did not disappoint. All things considered, for $100 in Chicago, we probably got what we paid for.,It was in a Fabulous location! Staff is super friendly and accommodating! Room was clean and had everything we needed except a refrigerator. Walking distance to Grand park, millennium Park, field museum and many other tourist sites!,Friendly staff and nice, clean rooms. Being so close to the Field museum, aquarium, planetarium and train line worked out great, too. Made it quite easy to go to and from the airport. I'd definitely stay here again.,Thank you for sharing your review and for recognizing our team and clean rooms which our housekeeping team deliver with pride. We are in a great location that has so much to offer and within walking distance. We also have a great restaurant connected to the hotel and have many other great places for dining within walking distance as well which our team can gladly guide our guest too. We hope to have the opportunity in seeing back soon.,The staff at this hotel will keep us coming back. Extremely friendly and warm. I felt like they would bend over backwards to make our stay happy. The location near the parks/museum campus is great. Our room had VERY VERY VERY noisy guests next to us from 11pm to 3am, so that was a bummer, not the hotel's fault, though (I didn't call the front desk to complain, so they wouldn't have known it was happening). The manager, Octovio, is WONDERFUL. We will come back.,We appreciate you, thank you for recognizing our team and for sharing your experience from your recent stay. We are all excited to read you had a great stay with us while visiting our wonderful city. We also thank you for letting us know what areas we can improve one. Our guest feedback is what helps us improve and we are grateful we had the opportunity in accommodating you which we hope we get to see you back soon. The location has so much to offer, for instance we are within walking distance to many great attractions and dining options, which our team is always glad to assist and help create a great memory from visiting Chicago. I'm glad I was able to get the opportunity in assisting you and if I can be at any further assistance, please feel free in reaching out to me directly at  312 922 2900 or by email at ogonzalez@bwgrantparkhotel.com . Hope to see you soon !",<200 https://www.tripadvisor.com/ShowUserReviews-g35805-d114583-r571384668-Best_Western_Grant_Park_Hotel-Chicago_Illinois.html>
Chicago Marriott O'Hare,"Check in process was easy, rooms/guest areas were clean, and the morning buffet is good. What made this trip memorable was the staff. I was very homesick during this trip and Casey from the bar made me feel at home. She is the sweetest!! Greeted me right away with a warm smile and actually took the time to talk to me during the time I was there. I normally don’t take the time to write reviews, but the small interaction I had here with the staff really made my trip a lot better!!,...it is warm and inviting on the inside. My room was a bit on the small side but clean and comfortable and perfectly fine for one guest. The lobby is spacious and the bar area offers seating for working with a cup of coffee or a glass of wine in hand. There is not much within walking distance of the hotel (in terms of dining or shopping) but there are some nice neighborhoods nearby to offer a safe and relatively pleasant outside run. One plus, of courses its close proximity to O'Hare (3 miles away or so).,We stayed here for a Park and Fly on our way to Mexico.  We had an early flight, so we only had about 9 hours between check in and check out.  We had no complaints about the room - beds were comfortable (although we prefer queens over doubles) and bathroom was clean.  The transportation to the airport went as we expected.  However, when we returned from our trip my husband called to tell the hotel we needed transportation back.  He was told where we should stand outside the airport.  They said it would be about 15 minutes.  We waited 30 minutes and they didn't arrive, so he called back.  They didn't know what happened, saying that maybe the van was full and that was why we weren't picked up.  They said a van should be there in another 20 minutes.  We were finally picked up nearly an hour after our original call.  Other hotel vans drove by multiple times while we waited.  Next time we will stay at one of those hotels for our Park and Fly.,Thank you for your review.  We apologize for the shuttle issue, and it has been addressed with the appropriate managers.  What you experienced certainly isn't typical, and we hope you'll give us another chance in the future.  Thank you for staying with us.,We held our national sales meeting here March 5-8. Everyone we encountered during our stay (banquets team, Sarah Miller) were phenomenal! ,My room was on the 8th floor, nice and clean and the most comfy bed ever! The only thing I was missing during my stay was a fridge to keep my water cold.,Thank you for making our event seamless! ,This is really an excellent hotel for a park in fly.  There are two restaurants onsite and several within walking distance.  Rooms are really nice and quiet.  The offer good views of Chicago.  The shuttle service is very convenient.",<200 https://www.tripadvisor.com/ShowUserReviews-g35805-d87665-r569702081-Chicago_Marriott_O_Hare-Chicago_Illinois.html>
Best Western Grant Park Hotel,"The rooms and bathrooms were clean, as were the halls. I had everything I needed in the room and the internet was pretty fast. It was cold out so the rooms were well heated but not stuffy. The entire staff on duty the weekend I was here were extremely friendly, helpful, and service was great!! Mei's Kitchen, their restaurant, is a great place to go for breakfast and coffee! I'd definitely come back here. ,This hotel has the best staff of any hotel I have ever stayed in.  They helped with anything I asked them for which included restaurant questions, pizza delivery questions, requests for added nights and more.  An outstanding bunch of people!!!,We stayed on the 6th floor of the hotel. The window view was disappointing, not a big deal for a big city. Our room had some ceiling defects and the ceiling was falling down in the corner. Parking want included in the hotel fees. That was a bit of a downer. The location was great we were in walking distance of everything. However the hotel staff double booked our room and it was a scary experience for my children and I. We were woken up by strangers trying to get to their room. These things just made it an average stay, I may not return to this hotel based on the negatives.,If you're looking for a great night of sleep, look elsewhere. The beds at Best Western Grant Park felt like trash bags filled with debris. The bed my kids slept in did not have a center support beam and it bowed badly in the middle (staff chose not to repair it or relocate us). The room was also VERY crowded and our family of 4 struggled to move around in it. The TV also did not work, but that wasn't a real high priority for us, though. As for the good stuff, we picked the hotel for the location (close to museums, etc.) and that did not disappoint. All things considered, for $100 in Chicago, we probably got what we paid for.,It was in a Fabulous location! Staff is super friendly and accommodating! Room was clean and had everything we needed except a refrigerator. Walking distance to Grand park, millennium Park, field museum and many other tourist sites!",<200 https://www.tripadvisor.com/ShowUserReviews-g35805-d114583-r572298936-Best_Western_Grant_Park_Hotel-Chicago_Illinois.html>
Best Western Grant Park Hotel,"This hotel has the best staff of any hotel I have ever stayed in.  They helped with anything I asked them for which included restaurant questions, pizza delivery questions, requests for added nights and more.  An outstanding bunch of people!!!,We stayed on the 6th floor of the hotel. The window view was disappointing, not a big deal for a big city. Our room had some ceiling defects and the ceiling was falling down in the corner. Parking want included in the hotel fees. That was a bit of a downer. The location was great we were in walking distance of everything. However the hotel staff double booked our room and it was a scary experience for my children and I. We were woken up by strangers trying to get to their room. These things just made it an average stay, I may not return to this hotel based on the negatives.,If you're looking for a great night of sleep, look elsewhere. The beds at Best Western Grant Park felt like trash bags filled with debris. The bed my kids slept in did not have a center support beam and it bowed badly in the middle (staff chose not to repair it or relocate us). The room was also VERY crowded and our family of 4 struggled to move around in it. The TV also did not work, but that wasn't a real high priority for us, though. As for the good stuff, we picked the hotel for the location (close to museums, etc.) and that did not disappoint. All things considered, for $100 in Chicago, we probably got what we paid for.,It was in a Fabulous location! Staff is super friendly and accommodating! Room was clean and had everything we needed except a refrigerator. Walking distance to Grand park, millennium Park, field museum and many other tourist sites!,Friendly staff and nice, clean rooms. Being so close to the Field museum, aquarium, planetarium and train line worked out great, too. Made it quite easy to go to and from the airport. I'd definitely stay here again.,Thank you for sharing your review and for recognizing our team and clean rooms which our housekeeping team deliver with pride. We are in a great location that has so much to offer and within walking distance. We also have a great restaurant connected to the hotel and have many other great places for dining within walking distance as well which our team can gladly guide our guest too. We hope to have the opportunity in seeing back soon.",<200 https://www.tripadvisor.com/ShowUserReviews-g35805-d114583-r572263111-Best_Western_Grant_Park_Hotel-Chicago_Illinois.html>
Chicago Marriott O'Hare,"We stayed here for a Park and Fly on our way to Mexico.  We had an early flight, so we only had about 9 hours between check in and check out.  We had no complaints about the room - beds were comfortable (although we prefer queens over doubles) and bathroom was clean.  The transportation to the airport went as we expected.  However, when we returned from our trip my husband called to tell the hotel we needed transportation back.  He was told where we should stand outside the airport.  They said it would be about 15 minutes.  We waited 30 minutes and they didn't arrive, so he called back.  They didn't know what happened, saying that maybe the van was full and that was why we weren't picked up.  They said a van should be there in another 20 minutes.  We were finally picked up nearly an hour after our original call.  Other hotel vans drove by multiple times while we waited.  Next time we will stay at one of those hotels for our Park and Fly.,Thank you for your review.  We apologize for the shuttle issue, and it has been addressed with the appropriate managers.  What you experienced certainly isn't typical, and we hope you'll give us another chance in the future.  Thank you for staying with us.,We held our national sales meeting here March 5-8. Everyone we encountered during our stay (banquets team, Sarah Miller) were phenomenal! ,My room was on the 8th floor, nice and clean and the most comfy bed ever! The only thing I was missing during my stay was a fridge to keep my water cold.,Thank you for making our event seamless! ,This is really an excellent hotel for a park in fly.  There are two restaurants onsite and several within walking distance.  Rooms are really nice and quiet.  The offer good views of Chicago.  The shuttle service is very convenient.,Well we were coming home from Vail to Syracuse and unfortunately there was bad weather in Syracuse and our flight was cancelled and no available flights for the next day.   I used points for our two nights.   We checked in and received a nice room and since the concierge level wasn’t open on the weekend we got certificates for the breakfast buffet for two days fo the wife and I.   The buffet was awesome and catered to my needs of egg whites.  Service was great at the buffet, bar, front desk and housekeeping.     There is a reason I’m Platinum for life at Marriott it’s because they are consistently consistent.   ,Stay at this property regularly. Close to Ohare and Hotel has airport shuttle running every 30 minutes. Recent upgrades to rooms especially new showers. Easy check in. Nice large lobby.Bed was very comfortable and internet is great",<200 https://www.tripadvisor.com/ShowUserReviews-g35805-d87665-r568858115-Chicago_Marriott_O_Hare-Chicago_Illinois.html>
Chicago Marriott O'Hare,"Thank you for your review.  We apologize for the issues you experienced, and please don't hesitate to contact us directly if you'd like to discuss your stay further.  We hope to host you again in the future, and thank you for staying with us.,This is a great Marriott, with warm and inviting décor on the inside. Great convenient location, very easy access to the Kennedy, O'Hare airport and the blue line train to downtown Chicago. You can walk to the station in less than five minutes. Rooms and service were excellent. I was upgraded to a suite that was very comfortable and clean.,If I have one major complaint, it's with the parking. Some one came up with the idea to charge $32 a night for uncovered self parking. What a total rip-off and reason alone to avoid this location if your driving a car. Marriott Management needs to do a self check!,Check in process was easy, rooms/guest areas were clean, and the morning buffet is good. What made this trip memorable was the staff. I was very homesick during this trip and Casey from the bar made me feel at home. She is the sweetest!! Greeted me right away with a warm smile and actually took the time to talk to me during the time I was there. I normally don’t take the time to write reviews, but the small interaction I had here with the staff really made my trip a lot better!!,...it is warm and inviting on the inside. My room was a bit on the small side but clean and comfortable and perfectly fine for one guest. The lobby is spacious and the bar area offers seating for working with a cup of coffee or a glass of wine in hand. There is not much within walking distance of the hotel (in terms of dining or shopping) but there are some nice neighborhoods nearby to offer a safe and relatively pleasant outside run. One plus, of courses its close proximity to O'Hare (3 miles away or so).,We stayed here for a Park and Fly on our way to Mexico.  We had an early flight, so we only had about 9 hours between check in and check out.  We had no complaints about the room - beds were comfortable (although we prefer queens over doubles) and bathroom was clean.  The transportation to the airport went as we expected.  However, when we returned from our trip my husband called to tell the hotel we needed transportation back.  He was told where we should stand outside the airport.  They said it would be about 15 minutes.  We waited 30 minutes and they didn't arrive, so he called back.  They didn't know what happened, saying that maybe the van was full and that was why we weren't picked up.  They said a van should be there in another 20 minutes.  We were finally picked up nearly an hour after our original call.  Other hotel vans drove by multiple times while we waited.  Next time we will stay at one of those hotels for our Park and Fly.,Thank you for your review.  We apologize for the shuttle issue, and it has been addressed with the appropriate managers.  What you experienced certainly isn't typical, and we hope you'll give us another chance in the future.  Thank you for staying with us.,We held our national sales meeting here March 5-8. Everyone we encountered during our stay (banquets team, Sarah Miller) were phenomenal! ,My room was on the 8th floor, nice and clean and the most comfy bed ever! The only thing I was missing during my stay was a fridge to keep my water cold.,Thank you for making our event seamless! ",<200 https://www.tripadvisor.com/ShowUserReviews-g35805-d87665-r571682091-Chicago_Marriott_O_Hare-Chicago_Illinois.html>
